mode,model,constraint,rank,tau,opto_intensity,perturbation,light,PSTH_r,Brain_FID,trial_R2
freerun,rnn,dale,,,0.01,raised_cosine,1.7,0.098,51.607,-0.309
freerun,rnn,dale,,,0.01,raised_cosine,2.0,0.069,51.400,-0.327
freerun,rnn,dale,,,0.1,baseline,,0.001,10.180,0.285
freerun,rnn,dale,,,0.1,sham,,-0.017,35.785,-0.858
freerun,rnn,dale,,,0.1,fast_pulses,1.3,0.020,54.280,-4.091
freerun,rnn,dale,,,0.1,fast_pulses,1.7,0.118,23.294,0.429
freerun,rnn,dale,,,0.1,fast_pulses,2.0,0.170,37.022,0.454
freerun,rnn,dale,,,0.1,pulse,1.3,0.042,36.436,-1.415
freerun,rnn,dale,,,0.1,pulse,1.7,0.038,22.512,0.235
freerun,rnn,dale,,,0.1,pulse,2.0,0.062,24.031,0.056
freerun,rnn,dale,,,0.1,raised_cosine,1.3,0.104,14.310,-0.060
freerun,rnn,dale,,,0.1,raised_cosine,1.7,0.179,29.828,0.205
freerun,rnn,dale,,,0.1,raised_cosine,2.0,0.231,25.650,0.290
freerun,rnn,dale,,,1.0,baseline,,0.003,10.702,0.270
freerun,rnn,dale,,,1.0,sham,,0.021,36.282,-0.912
freerun,rnn,dale,,,1.0,fast_pulses,1.3,0.027,38.743,-2.629
freerun,rnn,dale,,,1.0,fast_pulses,1.7,0.160,18.077,0.532
freerun,rnn,dale,,,1.0,fast_pulses,2.0,0.187,35.849,0.481
freerun,rnn,dale,,,1.0,pulse,1.3,0.085,32.318,-1.168
freerun,rnn,dale,,,1.0,pulse,1.7,0.097,25.461,0.168
freerun,rnn,dale,,,1.0,pulse,2.0,0.084,22.688,0.123
freerun,rnn,dale,,,1.0,raised_cosine,1.3,0.074,13.379,0.034
freerun,rnn,dale,,,1.0,raised_cosine,1.7,0.103,21.565,0.414
freerun,rnn,dale,,,1.0,raised_cosine,2.0,0.137,26.760,0.302
freerun,rnn,unconstrained,,,0.01,baseline,,-0.003,10.571,0.263
freerun,rnn,unconstrained,,,0.01,sham,,0.016,41.553,-1.143
freerun,rnn,unconstrained,,,0.01,fast_pulses,1.3,0.003,70.919,-5.528
freerun,rnn,unconstrained,,,0.01,fast_pulses,1.7,-0.013,41.515,0.039
freerun,rnn,unconstrained,,,0.01,fast_pulses,2.0,0.037,43.997,0.361
freerun,rnn,unconstrained,,,0.01,pulse,1.3,-0.021,31.016,-1.130
freerun,rnn,unconstrained,,,0.01,pulse,1.7,0.014,29.418,0.071
freerun,rnn,unconstrained,,,0.01,pulse,2.0,0.019,36.824,-0.356
freerun,rnn,unconstrained,,,0.01,raised_cosine,1.3,0.019,18.378,-0.324
freerun,rnn,unconstrained,,,0.01,raised_cosine,1.7,-0.004,50.945,-0.281
freerun,rnn,unconstrained,,,0.01,raised_cosine,2.0,-0.037,43.131,-0.138
freerun,rnn,unconstrained,,,0.1,baseline,,0.002,10.467,0.274
freerun,rnn,unconstrained,,,0.1,sham,,0.000,39.094,-1.037
freerun,rnn,unconstrained,,,0.1,fast_pulses,1.3,-0.008,63.176,-4.850
freerun,rnn,unconstrained,,,0.1,fast_pulses,1.7,-0.028,31.664,0.250
freerun,rnn,unconstrained,,,0.1,fast_pulses,2.0,-0.068,51.215,0.277
freerun,rnn,unconstrained,,,0.1,pulse,1.3,-0.039,34.775,-1.342
freerun,rnn,unconstrained,,,0.1,pulse,1.7,-0.041,26.314,0.121
freerun,rnn,unconstrained,,,0.1,pulse,2.0,-0.039,34.166,-0.268
freerun,rnn,unconstrained,,,0.1,raised_cosine,1.3,-0.038,37.518,-1.484
freerun,rnn,unconstrained,,,0.1,raised_cosine,1.7,-0.108,63.606,-0.600
freerun,rnn,unconstrained,,,0.1,raised_cosine,2.0,-0.143,58.436,-0.514
freerun,rnn,unconstrained,,,1.0,baseline,,0.007,11.140,0.240
freerun,rnn,unconstrained,,,1.0,sham,,-0.012,41.689,-1.138
freerun,rnn,unconstrained,,,1.0,fast_pulses,1.3,-0.019,104.033,-8.346
freerun,rnn,unconstrained,,,1.0,fast_pulses,1.7,-0.085,38.255,0.127
freerun,rnn,unconstrained,,,1.0,fast_pulses,2.0,-0.105,43.148,0.361
freerun,rnn,unconstrained,,,1.0,pulse,1.3,-0.073,42.834,-1.827
freerun,rnn,unconstrained,,,1.0,pulse,1.7,-0.064,35.025,-0.097
freerun,rnn,unconstrained,,,1.0,pulse,2.0,-0.067,33.006,-0.235
freerun,rnn,unconstrained,,,1.0,raised_cosine,1.3,-0.038,137.782,-7.208
freerun,rnn,unconstrained,,,1.0,raised_cosine,1.7,-0.060,102.258,-1.526
freerun,rnn,unconstrained,,,1.0,raised_cosine,2.0,-0.085,110.007,-1.705
